1.0006	0.00134	963.7988	14
1.0010	0.0011	966.2585	12.5
1.9995	0.0032	1912.5692	16.8
3.0018	0.0034	2846.9306	11.6
3.9982	0.0058	3754.9386	10.8
4.0043	0.0058	3764.5905	12.1
4.9981	0.0058	4647.1511	14.4
5.9961	0.0078	5529.9991	12.1
7.9974	0.0084	7246.0082	11.9
7.9995	0.010	7240.4767	10.7
9.9980	0.012	8884.6955	10.1
10.0060	0.0104	8902.6916	14.1
